HIP,RA,Dec,pmRA,pmDec
95176,290.43176295,-15.95501757,1.79,-6.27
95241,290.65955207,-44.45896465,7.31,-22.43
95347,290.97156872,-40.61593993,32.67,-120.81
97063,295.88970937,-15.47010548,135.55,-185.17
97165,296.24365768,45.13080969,43.22,48.44
97278,296.56491454,10.6132612,15.72,-3.08
97290,296.59058063,-19.76111311,-128.89,-89.81
97365,296.84692668,18.5342861,-4.58,11.1
97433,297.0431338,70.26793017,80.18,39.02
99255,302.22227861,77.71141943,11.11,23.72
99473,302.82618951,-0.82146099,35.48,6.05
101421,308.30321322,11.3032628,10.75,-28.54
101483,308.48767775,13.02725466,76.49,21.89
103413,314.29340932,41.16713558,8.51,-23.97
105515,320.5616509,-16.83454243,30.83,5.26
105570,320.72338629,6.81114048,52.66,11.15
107315,326.04649214,9.87501126,30.02,1.38
107354,326.16139335,25.64503558,46.66,13.47
107380,326.23670806,-33.02578153,31.79,-94.0
107382,326.25106066,-9.08242844,12.96,-1.65
107517,326.63374272,-11.36595449,30.36,-9.25
107556,326.76018807,-16.12728595,263.26,-296.23
107608,326.93395765,-30.89830426,-34.53,0.64
109410,332.49685019,33.17822387,-12.34,-17.94
109427,332.54993837,6.19786491,281.96,31.23
109472,332.6561761,-11.56493952,29.74,8.02
109492,332.71365289,58.20126083,13.35,4.49
109556,332.87740018,59.41448763,-7.22,-11.06
111497,338.83908579,-0.11749758,88.56,-56.1
111710,339.43908758,-4.22805572,-68.36,-120.47
113726,345.48026764,42.32597924,22.47,0.24
115623,351.34493397,23.40410107,193.12,36.47
115669,351.51160877,-20.64201427,-50.13,-62.97
115738,351.73314692,1.25560806,85.6,-94.43
115830,351.99206304,6.37899212,-123.83,-43.26
117629,357.83890925,-18.90916324,26.6,-3.56
117863,358.59596834,57.49938213,-4.54,-3.45
1366,4.27290947,38.68163564,-50.01,-17.9
1473,4.5819037,36.78522405,-66.51,-42.48
1562,4.8569773,-8.82392145,-14.37,-37.84
3419,10.8973794,-17.9866046,232.79,32.71
3455,11.04750551,-10.60955044,-6.96,-113.88
5346,17.09249309,5.64981907,-248.4,-165.49
5364,17.1474649,-10.18226422,215.81,-138.33
5434,17.37552272,47.24179245,3.81,-13.02
5447,17.43301493,35.6205577,175.59,-112.23
5542,17.77567508,55.14990064,226.62,-19.34
5544,17.77819712,31.42473633,-8.7,-12.02
5571,17.8634175,21.03465004,41.66,-10.55
5586,17.9151534,30.08963821,74.29,-37.61
7513,24.19934491,41.40545884,-172.57,-381.01
7535,24.27465281,12.14153479,-74.9,9.96
7607,24.49815046,48.62821317,60.9,-112.42
7719,24.83750969,44.38616461,-20.49,14.95
9487,30.5117503,2.76375946,33.29,-0.42
9640,30.97480447,42.32972473,43.08,-50.85
11484,37.03976038,8.46005355,41.72,-14.46
11767,37.95451535,89.26410951,44.22,-11.74
11783,38.02178461,-15.2446768,-80.92,-146.84
13531,43.56441901,52.7624789,-1.99,-4.53
13654,43.95207421,18.33163983,-8.08,-14.91
13701,44.10687368,-8.89814446,77.73,-219.99
13847,44.56531119,-40.30467242,-53.53,25.71
13879,44.69029205,39.66272854,25.88,-40.67
15737,50.68850607,20.74206893,-49.22,-14.88
15863,51.08070979,49.86117959,24.11,-26.01
15900,51.20330738,9.02886984,-74.25,-80.31
17651,56.71203143,-23.24972265,-159.86,-528.54
17717,56.91521237,-23.8746767,48.02,49.01
17771,57.06778675,11.14329389,28.25,-29.82
17797,57.14949492,-37.62015476,75.83,-10.69
17847,57.29059399,24.05341547,17.77,-44.7
17874,57.3635215,-36.20025014,-49.42,-56.63
17954,57.57890965,25.57936194,36.37,-117.95
19811,63.72215672,40.48367149,9.72,-21.58
19812,63.72442567,48.40933095,5.04,-17.35
19849,63.81800057,-7.65287058,-2239.33,-3419.86
19860,63.88357189,8.89235703,20.39,-21.75
19949,64.17953476,53.6117991,-16.99,-1.68
19990,64.31525283,20.57859097,-40.88,-61.45
20042,64.47359293,-33.79834786,62.31,-6.75
21881,70.56125702,22.95692604,-2.84,-20.33
23767,76.62871992,41.23447447,30.6,-68.41
23835,76.8625253,18.64505209,536.05,18.51
23871,76.95165826,20.4183787,-49.12,-31.33
23875,76.96243797,-5.08644618,-83.39,-75.44
23972,77.28659571,-8.75408096,0.0,-2.01
24010,77.42481287,15.59723234,-7.12,-16.14
25813,82.69604907,5.94813905,6.57,-32.45
25859,82.80314914,-35.47051883,28.36,-34.11
25861,82.81055254,3.29213294,1.28,-0.89
25923,82.98274987,-7.30153704,-0.54,-4.44
25930,83.00166968,-0.29909204,1.67,0.56
25945,83.05312933,18.59423429,-0.34,-4.51
25984,83.18197064,32.19202168,-1.81,-4.0
25985,83.18256633,-17.82228853,3.27,1.54
26126,83.56988721,3.7668951,-29.35,-15.82
27913,88.59576026,20.27617455,-163.17,-98.92
27949,88.71159201,55.70694671,-3.65,17.2
27989,88.7929386,7.40706274,27.33,10.86
28103,89.10122041,-14.16770015,-42.23,139.02
28199,89.38420824,-35.28327968,-2.65,11.19
28237,89.49856601,25.95391186,-2.85,-1.69
30122,95.07830229,-30.0633673,8.0,3.81
30277,95.52845101,-33.43640007,-24.19,-52.48
32246,100.98302496,25.13112417,-5.93,-12.81
34045,105.93955289,-15.63328598,-0.81,-11.2
34088,106.02721594,20.57029706,-5.72,-0.96
36188,111.78767771,8.28931548,-50.28,-38.45
36238,111.93484743,21.44524741,-49.56,-123.9
36377,112.30762638,-43.30143257,-59.86,188.73
38164,117.30956295,-46.37320532,-4.62,9.04
38170,117.3235632,-24.85978574,-5.56,-0.71
38414,118.05431177,-40.57578601,-13.89,5.3
38455,118.1610258,-38.86281229,-9.49,4.02
40326,123.51217267,-40.34789019,44.84,-65.79
40526,124.12883578,9.1855447,-46.8,-48.65
42312,129.41097124,-42.98908069,-10.38,9.47
42313,129.41402575,5.70378169,-70.27,-6.99
42402,129.6893236,3.34143518,-19.03,-16.29
42515,130.02559777,-35.30835239,9.68,-21.18
42527,130.05341092,64.32793601,-59.42,26.44
42536,130.07327243,-52.9218873,-24.62,35.09
42570,130.15654138,-46.64874449,-6.3,4.29
44248,135.15987807,41.782911,-487.67,-219.29
44390,135.63621691,67.62961897,-22.08,18.15
44405,135.68443911,24.45291523,-2.56,-7.13
44471,135.90636137,47.15652471,-37.37,-55.39
46390,141.89684698,-8.65860253,-14.49,33.25
46404,141.9449187,-6.07118721,-232.83,-65.21
46509,142.28707376,-2.76896393,100.93,-3.15
46651,142.67500055,-40.46676938,-147.14,48.65
48356,147.8695573,-14.84660315,18.68,-21.88
48402,148.02648325,54.06433236,-4.21,19.18
48455,148.19090535,26.00695149,-216.29,-54.92
50583,154.99314355,19.84148873,310.77,-152.88
52457,160.85398267,23.18840452,-116.66,8.27
52689,161.60532259,14.19464484,-125.33,-64.92
54539,167.41586845,44.49848682,-62.35,-27.38
54682,167.91453864,-22.82584719,4.73,-99.06
56633,174.17047243,-9.80224683,-59.32,2.82
56647,174.2372109,-0.82374868,1.3,43.43
58590,180.21829228,6.61432243,-0.25,-29.71
58948,181.30224822,8.73298544,-220.32,57.52
60718,186.64956584,-63.09909166,-35.37,-14.73
60742,186.73446813,28.2684229,-83.41,-80.99
60823,187.00992483,-50.23063496,-32.49,-12.41
60965,187.4660642,-16.51543255,-209.97,-139.3
62956,193.50728928,55.95982116,111.74,-8.99
62985,193.58818053,-9.5389944,-18.26,-19.72
63003,193.64843683,-57.17792409,-30.45,-13.55
64924,199.60131085,-18.31119618,-1069.9,-1063.78
64962,199.73040326,-23.17151233,68.41,-41.09
65109,200.14924004,-36.71229493,-340.76,-87.98
66803,205.40323586,-8.70298428,-91.65,40.28
66821,205.43654531,-54.55942517,-43.65,-24.58
67153,206.42185517,-33.04372133,-461.85,-146.17
67457,207.36133803,-34.45077587,-42.59,-59.87
68862,211.51152954,-41.17963292,-24.42,-21.63
68895,211.59290444,-26.6823611,43.05,-140.82
68933,211.67061857,-36.36995445,-519.29,-517.87
71053,217.95745802,30.37143717,-100.44,120.22
71075,218.0194663,38.30825261,-115.55,151.87
73273,224.63302849,-43.13396008,-34.06,-38.3
75097,230.18214784,71.83401605,-18.03,17.68
75141,230.34300711,-40.64751791,-19.11,-24.05
75264,230.67029542,-44.68962207,-20.25,-20.13
75312,230.80129685,30.2878122,125.77,-176.48
77048,235.99708548,32.51580692,-28.8,-8.69
77055,236.01466385,77.79449293,20.07,-2.5
77070,236.06697851,6.42562699,134.66,44.14
77233,236.54690158,15.42182561,68.54,-41.31
77257,236.61088855,7.35307319,-225.51,-68.52
79101,242.19240795,44.93490599,-25.98,35.86
79374,242.99889379,-19.46070821,-9.7,-25.25
79404,243.07585385,-27.92637196,-10.31,-23.17
81126,248.52575889,42.437041,-9.03,59.8
81266,248.97064054,-28.21601625,-8.59,-22.5
81377,249.28974079,-10.56708997,13.07,25.44
83153,254.89603227,-53.16043772,1.12,21.53
83207,255.07239072,30.92640462,-47.68,26.89
83313,255.40150446,33.56826983,2.46,0.25
85258,261.32495294,-55.52988403,-8.23,-24.71
85267,261.34857936,-56.37772676,-0.77,-15.85
85340,261.59256716,-24.17530951,-1.97,-117.69
85379,261.68434357,48.26006484,0.22,-3.02
85423,261.8386404,-29.8670334,14.38,-137.41
87261,267.46450837,-37.04330355,42.09,27.77
87585,268.38220612,56.87264281,93.65,78.44
89341,273.44087411,-21.05883369,1.72,-1.39
89642,274.40681271,-36.76168598,-129.27,-166.61
93506,285.65297476,-29.88010539,-14.1,3.66
93542,285.7786518,-42.09510461,55.74,-45.33
93683,286.1707572,-21.74149568,76.26,-58.08
93747,286.35253418,13.86347817,-7.04,-95.31
95477,291.31871418,-24.50857507,63.61,-51.9
95501,291.3745854,3.1147753,253.06,80.67
97496,297.24441613,19.1420424,17.91,26.47
97649,297.69582916,8.86832198,536.82,385.54
97675,297.75684431,10.41572697,240.09,-134.51
97804,298.11819944,1.00566053,6.94,-7.3
99572,303.10779499,-12.61749756,193.25,-195.6
99675,303.40794272,46.74132872,4.2,1.87
99848,303.86800672,47.71420822,3.88,1.2
101589,308.82723064,14.67421328,45.08,11.71
101769,309.38725441,14.59508707,118.28,-47.65
101800,309.45466616,11.37767596,40.01,-8.51
101882,309.68327632,13.31512472,2.66,-0.39
101916,309.78243422,10.08620317,323.58,21.07
101923,309.81799098,-14.95476011,2.58,-19.66
101958,309.90953078,15.91207193,54.14,7.91
103738,315.32275094,-32.25776727,-2.09,-0.19
103882,315.74147434,-38.63144716,-27.86,-108.81
104019,316.10125178,-19.85499065,-39.01,-24.45
105854,321.59530626,-37.82942941,167.05,-10.91
105881,321.66677526,-22.41133249,-2.61,18.88
106032,322.16498797,70.56071603,12.6,8.73
106039,322.18083418,-21.80717988,133.97,-5.47
108036,328.32404854,-13.55176811,313.03,13.67
108085,328.48218523,-37.36485231,95.88,-12.1
109789,333.57813081,-27.76690756,22.88,1.9
109857,333.75912456,57.04358673,476.45,50.0
110003,334.20848509,-7.78329031,118.95,-21.91
111954,340.16391659,-27.04361694,22.01,-0.88
112029,340.3655033,10.83136442,77.38,-10.98
112051,340.43920158,29.30764069,-2.03,-19.96
112158,340.75057261,30.2212452,13.11,-26.11
112211,340.896805,-18.83037526,-31.4,-28.02
113881,345.94357301,28.08278909,187.76,137.61
113889,345.96922513,3.82004536,12.86,-10.13
113963,346.19022409,15.20526442,61.1,-42.56
113996,346.29078154,-7.69380135,123.46,7.07
114119,346.67018938,-23.74311551,59.9,0.53
116247,353.31926464,-20.91450406,-2.55,8.64
118209,359.66823972,-3.55598321,-56.52,-72.34
118243,359.75224729,55.75492832,9.26,-5.09
118268,359.82787346,6.86332112,148.49,-112.16
1645,5.1494233,8.19027134,-4.5,9.59
1686,5.28028766,37.96860317,58.32,-39.65
3693,11.83468919,24.26717799,-101.23,-81.89
3786,12.17060122,7.58507917,83.14,-50.48
3821,12.27621323,57.81518734,1087.11,-559.65
3849,12.35673214,-13.56127432,103.34,-105.83
3881,12.45353036,41.07891087,22.68,-18.05
3885,12.47152416,27.71028626,86.54,-10.2
3909,12.53162924,-10.64432569,-224.67,-228.44
5737,18.4328572,7.57535376,141.66,-55.62
5742,18.4372798,24.58371315,18.58,-21.26
6061,19.44981588,3.61446601,-48.38,-22.37
7818,25.14507074,40.57704912,16.67,-23.5
7884,25.35789264,5.48761322,-22.73,3.61
8068,25.91515608,50.68873247,24.08,-13.59
8102,26.01701214,-15.93748006,-1721.82,854.07
9884,31.79336293,23.46242313,190.73,-145.77
10064,32.38594522,34.98729693,148.78,-39.13
12093,38.96863365,5.59324631,-28.89,-22.76
13914,44.8030237,21.34042885,-13.04,-6.55
13954,44.92875737,8.90736485,9.22,-14.92
14135,45.56988401,4.08973396,-11.81,-78.76
14146,45.59791746,-23.62447166,-145.96,-55.76
14168,45.67614498,-7.68547178,26.33,-3.55
16083,51.79230269,9.73267975,53.61,-38.12
16322,52.60195391,11.33644221,-11.71,-16.08
16335,52.64368152,47.99521606,1.56,18.13
18216,58.42792843,-24.61222998,30.93,-7.18
18246,58.53300625,31.88363552,4.41,-9.15
20070,64.56090838,50.29550228,46.59,-56.43
20205,64.94834891,15.62764232,115.29,-23.86
20250,65.0883987,27.35075361,-29.04,-76.97
20354,65.38819502,46.4988779,21.41,-34.97
20430,65.64559841,25.62931425,20.37,-17.88
22109,71.37562968,-3.25465749,17.27,-13.51
22449,72.46004413,6.96127568,463.44,11.62
24244,78.07459272,-11.86921875,24.95,-31.22
24305,78.23292017,-16.20546821,45.66,-16.13
24327,78.30782374,-12.94129154,-12.22,-1.32
24436,78.63446812,-8.20164055,1.87,-0.56
26207,83.78448789,9.93415842,-1.03,-1.86
26220,83.81592671,-5.38731504,-0.92,0.13
26237,83.8465174,-4.83835783,4.29,-7.15
26241,83.8582603,-5.90990135,2.27,-0.62
26248,83.86304209,24.03958878,14.98,-20.22
26311,84.05338934,-1.20191983,1.49,-1.06
26451,84.4111907,21.14254914,2.39,-18.04
26563,84.72117914,-7.21282887,-15.0,-49.55
28328,89.78668859,-42.81513544,18.53,-11.45
28358,89.88181908,54.28465615,86.31,-134.05
28360,89.88217889,44.94743278,-56.41,-0.88
28380,89.93028743,37.21258518,42.09,-73.61
28614,90.59582821,9.64727656,14.19,-37.44
30324,95.67493869,-17.95591772,-3.45,-0.47
30343,95.74011257,22.51358585,56.84,-108.79
30438,95.9879578,-52.69566046,19.99,23.67
32349,101.28715539,-16.71611582,-546.01,-1223.08
32362,101.32235265,12.89559111,-115.16,-190.91
34444,107.09785107,-26.39319967,-2.75,3.33
34693,107.78487783,30.24516301,-31.0,-48.4
36514,112.67750874,-30.96228109,-11.74,0.84
36616,112.95165393,17.08604591,42.65,-75.39
38827,119.19464272,-52.98235988,-28.38,16.76
38835,119.21474805,-22.88011864,-29.61,12.28
42726,130.60577595,-53.11398421,-24.88,23.21
42799,130.80614655,3.39866225,-19.14,-1.29
42806,130.82144197,21.46850069,-106.94,-39.25
42828,130.89807304,-33.18638557,-14.28,10.6
42884,131.09977937,-42.64927601,-23.88,19.46
42911,131.17124835,18.15430871,-17.1,-228.46
42913,131.17594322,-54.70882109,28.78,-104.14
44659,136.49319468,5.09231573,-18.97,-11.01
44700,136.63236217,38.45221539,-28.37,-14.34
44798,136.93671783,10.668191,-20.36,-9.96
44816,136.99899358,-43.43258935,-23.21,14.28
44901,137.21773434,51.60464833,-137.81,-32.48
44946,137.33972349,22.04544558,-0.48,-0.7
46701,142.80549519,-57.03437682,-32.58,6.08
46733,142.88211727,63.06186073,107.55,26.86
46750,142.930117,22.96797056,-19.38,-39.04
46771,142.9864117,11.29982653,-89.92,-84.0
46776,142.99553372,-1.18466379,-11.42,-3.87
46853,143.21430974,51.67730022,-947.06,-535.6
46952,143.55575799,36.39755774,6.82,-22.89
46977,143.62024899,69.83034278,-63.9,77.59
48883,149.55573249,12.4448003,-25.28,-16.07
49029,150.05336089,8.04422312,-30.06,-22.11
50801,155.58225241,41.49951638,-80.47,34.1
51069,156.52261134,-16.83629043,-128.51,-80.06
52911,162.31429178,10.54520211,-4.37,-24.39
52943,162.40620179,-16.19364835,92.77,199.02
54872,168.52708898,20.52371682,143.31,-130.43
54879,168.56002157,15.42957019,-59.01,-79.37
55203,nan,nan,nan,nan
55219,169.61973665,33.09430567,-26.61,27.51
56922,175.05328812,-34.74465977,-44.04,-1.84
57283,176.19073179,-18.35067436,27.15,-24.56
59196,182.08958257,-50.72242559,-47.53,-6.42
59199,182.10340415,-24.72887552,100.18,-39.33
59316,182.53116941,-22.61976647,-71.52,10.55
61084,187.79149709,-57.11321169,27.94,-264.33
61174,188.01761238,-16.19600753,-424.37,-58.41
61281,188.37060139,69.78823768,-58.14,11.42
61317,188.43560252,41.35747975,-705.06,292.93
61359,188.59681092,-23.39675917,0.86,-56.0
63090,193.90086578,3.39747026,-471.44,-52.81
63125,194.00694736,38.3183798,-233.43,54.98
65378,200.9814288,54.92536175,121.23,-22.01
65474,201.29824701,-11.16132203,-42.5,-31.73
67172,206.48466354,-12.42652777,-19.18,8.0
67234,206.66407543,-51.43276572,10.33,-27.98
67275,206.81559553,17.45690604,-480.33,54.18
67301,206.88515682,49.31326506,-121.23,-15.56
67459,207.36933786,15.7979049,-93.64,40.76
67464,207.37615454,-41.68770924,-26.01,-20.38
67472,207.40412075,-42.47373178,-23.85,-19.22
67494,207.46784793,-18.13416784,-99.34,-37.71
69427,213.22394074,-10.2737018,8.04,140.79
69483,213.37086581,51.78996497,61.39,-10.57
71284,218.67007099,29.74512993,188.32,132.72
71352,218.87676586,-42.15782447,-35.31,-32.44
73334,224.79035436,-42.10419383,-17.76,-21.33
73473,225.24311921,-8.51894314,-66.2,-3.4
73555,225.48650975,40.39056569,-40.2,-29.22
73568,225.52711814,25.00813833,-5.88,-48.6
75411,231.12261592,37.37716675,-147.68,84.69
75458,231.23239471,58.96606559,-8.27,17.3
75695,231.95721171,29.10570271,-181.39,86.84
77450,237.18490342,18.14156366,-51.78,-88.72
77512,237.39852576,26.06839434,-79.85,-63.78
77516,237.40503496,-3.43020774,-98.07,-27.41
77622,237.70402545,4.47773018,127.98,61.87
77634,237.73974002,-33.62716543,-5.92,-24.91
77661,237.81628738,20.97791921,-54.7,17.99
77760,238.16892286,42.45151803,438.97,629.52
79593,243.58641439,-3.69432297,-45.83,-142.91
79822,244.37619927,75.75533045,-89.94,257.8
81660,250.22966402,64.58904622,-0.04,-16.18
81693,250.32150123,31.60272561,-462.58,345.05
81833,250.72402184,38.92225448,35.58,-84.98
83608,256.33381676,54.4700426,-66.0,73.86
83838,257.00859765,35.9351736,-24.25,-17.05
83895,257.19664842,65.71468331,-20.76,19.15
85670,262.60817511,52.30138713,-15.59,11.57
85693,262.68462483,26.11064528,18.39,16.78
85696,262.69098221,-37.29581099,-4.19,-29.14
85755,262.85397499,-23.96264331,4.91,-25.9
85792,262.96038867,-49.8761448,-31.27,-67.15
85805,262.9911197,68.13502439,-13.56,132.7
85819,263.04404057,55.1842426,148.53,54.24
85822,263.05416851,86.58646042,10.54,53.97
85927,263.40216661,-37.10382115,-8.9,-29.95
87808,269.06325226,37.25053918,2.74,7.24
87833,269.15154113,51.48889499,-8.52,-23.05
87933,269.44119041,29.24787975,82.33,-18.73
87998,269.6256225,30.18927677,-0.48,3.23
89908,275.18929342,71.33781433,-5.91,35.79
89931,275.24850731,-29.82810326,29.96,-26.38
89937,275.26409444,72.73284302,531.08,-351.59
89962,275.32750318,-2.89882514,-547.57,-700.72
91755,280.65813956,55.53945722,-2.65,23.36
91875,280.94559142,-38.32344141,1.12,-53.81
91919,281.08477214,39.67012325,10.55,60.23
91971,281.1931559,37.60511483,29.26,26.57
92041,281.41411035,-26.99077831,51.15,0.45
93805,286.56224338,-4.88255421,-19.68,-90.37
93825,286.60462682,-37.06343689,96.93,-279.67
93864,286.7350369,-27.67042304,-50.79,-250.51
94005,287.08737435,-40.49670284,48.05,-26.84
94114,287.36809043,-37.90447444,85.73,-96.65
94141,287.44097099,-21.02361486,-1.17,-36.83
95853,292.42649598,51.72977887,20.92,128.12
95947,292.68033578,27.95968112,-7.09,-5.63
96100,293.08996173,69.6611754,598.43,-1738.81
98032,298.81540582,-41.86828808,23.37,51.6
98036,298.82830569,6.40676346,46.35,-481.32
98066,298.95982398,-26.29950635,203.96,74.4
98103,299.05938319,11.42372089,32.4,4.57
98110,299.0765497,35.08342371,-34.0,-27.6
98162,299.23679661,-27.16989884,9.6,-14.95
100064,304.51356413,-12.54485184,61.78,2.85
100195,304.84835064,-19.11853329,7.96,-10.9
101984,310.01226894,-18.13865887,-22.73,-21.63
102098,310.35797809,45.280338,1.56,1.55
102281,310.86472445,15.07458079,-19.61,-41.74
104060,316.23276153,43.92785207,8.6,0.35
104139,316.48678349,-17.23286077,79.64,-61.64
104234,316.78194974,-25.00585337,-27.19,-43.37
104365,317.14010247,-21.19366933,18.67,-59.22
106278,322.88972517,-5.57117221,22.79,-6.7
110273,335.04965231,-7.82110201,15.21,1.61
110395,335.41406405,-1.38733152,129.24,8.9
112440,341.63282775,23.56565397,56.99,-10.46
112447,341.67325244,12.17288788,233.06,-492.04
112529,341.88801764,-19.61337502,-102.2,-205.95
114341,347.36165473,-21.1724096,55.99,31.25
114375,347.47874826,-22.45761141,35.92,-7.79
116584,354.39101047,46.45815183,159.22,-421.46
116591,354.41483272,-13.06024332,34.83,25.77
116631,354.53417222,43.26807316,27.72,-1.21
14293,46.06881559,-7.60085702,65.43,17.41
14328,46.19912802,53.50644013,0.5,-4.19
16369,52.71824299,12.93667809,18.94,-1.55
20455,65.73372189,17.5425142,107.75,-28.84
22509,72.65300729,8.90017585,-0.87,-31.57
26594,84.79644308,4.12146684,0.76,0.07
34769,107.96608433,-0.49276432,-0.22,6.68
36850,113.64942834,31.88827629,-206.33,-148.18
38901,119.41710953,-30.33456968,-8.11,7.14
45038,137.5981063,67.13401804,12.88,-90.85
55282,169.83519815,-14.7785414,-124.47,206.61
57328,176.32099986,8.25811933,59.66,-22.8
61394,188.71283963,22.62925895,-57.42,28.53
73714,226.0175648,-25.28196464,-71.85,-44.69
77811,238.33357736,-20.16704023,-3.61,-19.0
88048,269.75663119,-9.77363197,-10.31,-116.12
94160,287.50732036,-39.34079617,5.89,-36.78
96229,293.52230372,7.3789415,212.76,-155.39
100310,305.1659006,-12.75907959,15.71,-14.63
100345,305.25281519,-14.78136716,48.42,14.0
116727,354.83687081,77.63227593,-48.85,127.18
